====================================================
the inequality:[0,0,0,-1,1,0,0,1,-1,-1,1,],cut off impossible point are:
0,0,0,0,0,0,0,0,1,0,
0,0,0,0,0,0,0,1,0,0,
0,0,0,0,0,0,0,1,1,0,
0,0,0,0,0,0,0,1,1,1,
0,0,0,0,0,0,1,1,1,0,
0,0,0,0,0,1,0,0,1,0,
0,0,0,0,0,1,0,1,0,0,
0,0,0,0,0,1,0,1,1,0,
0,0,0,0,0,1,0,1,1,1,
0,0,0,0,0,1,1,1,1,0,
0,0,0,0,1,0,0,0,1,0,
0,0,0,0,1,0,0,1,0,0,
0,0,0,0,1,0,0,1,1,0,
0,0,0,0,1,0,0,1,1,1,
0,0,0,0,1,0,1,1,1,0,
0,0,0,0,1,1,0,0,1,0,
0,0,0,0,1,1,0,1,0,0,
0,0,0,0,1,1,0,1,1,0,
0,0,0,0,1,1,0,1,1,1,
0,0,0,0,1,1,1,1,1,0,
0,0,0,1,0,0,0,1,1,0,
0,0,0,1,0,1,0,1,1,0,
0,0,0,1,1,0,0,1,1,0,
0,0,0,1,1,1,0,1,1,0,
0,0,1,0,0,0,0,0,0,0,
0,0,1,0,0,0,0,0,1,0,
0,0,1,0,0,0,0,0,1,1,
0,0,1,0,0,0,0,1,0,0,
0,0,1,0,0,0,0,1,0,1,
0,0,1,0,0,0,0,1,1,0,
0,0,1,0,0,0,0,1,1,1,
0,0,1,0,0,0,1,0,1,0,
0,0,1,0,0,0,1,1,0,0,
0,0,1,0,0,0,1,1,1,0,
0,0,1,0,0,0,1,1,1,1,
0,0,1,0,0,1,0,0,0,0,
0,0,1,0,0,1,0,0,1,0,
0,0,1,0,0,1,0,0,1,1,
0,0,1,0,0,1,0,1,0,0,
0,0,1,0,0,1,0,1,0,1,
0,0,1,0,0,1,0,1,1,0,
0,0,1,0,0,1,0,1,1,1,
0,0,1,0,0,1,1,0,1,0,
0,0,1,0,0,1,1,1,0,0,
0,0,1,0,0,1,1,1,1,0,
0,0,1,0,0,1,1,1,1,1,
0,0,1,0,1,0,0,0,0,0,
0,0,1,0,1,0,0,0,1,0,
0,0,1,0,1,0,0,0,1,1,
0,0,1,0,1,0,0,1,0,0,
0,0,1,0,1,0,0,1,0,1,
0,0,1,0,1,0,0,1,1,0,
0,0,1,0,1,0,0,1,1,1,
0,0,1,0,1,0,1,0,1,0,
0,0,1,0,1,0,1,1,0,0,
0,0,1,0,1,0,1,1,1,0,
0,0,1,0,1,0,1,1,1,1,
0,0,1,0,1,1,0,0,0,0,
0,0,1,0,1,1,0,0,1,0,
0,0,1,0,1,1,0,0,1,1,
0,0,1,0,1,1,0,1,0,0,
0,0,1,0,1,1,0,1,0,1,
0,0,1,0,1,1,0,1,1,0,
0,0,1,0,1,1,0,1,1,1,
0,0,1,0,1,1,1,0,1,0,
0,0,1,0,1,1,1,1,0,0,
0,0,1,0,1,1,1,1,1,0,
0,0,1,0,1,1,1,1,1,1,
0,0,1,1,0,0,0,0,1,0,
0,0,1,1,0,0,0,1,0,0,
0,0,1,1,0,0,0,1,1,0,
0,0,1,1,0,0,0,1,1,1,
0,0,1,1,0,0,1,1,1,0,
0,0,1,1,0,1,0,0,1,0,
0,0,1,1,0,1,0,1,0,0,
0,0,1,1,0,1,0,1,1,0,
0,0,1,1,0,1,0,1,1,1,
0,0,1,1,0,1,1,1,1,0,
0,0,1,1,1,0,0,0,1,0,
0,0,1,1,1,0,0,1,0,0,
